title,url,date_published,snippet,body
"Asia shares join global rebound as Fed hike fears ease, China tech boost - Reuters",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-05-27/,2022-05-27T02:19:00Z,"Asian shares extended overnight global gains thanks to strong results from regional tech firms and U.S. retailers, while investors also took comfort from Federal Reserve minutes showing a pause to its rate hikes is on the cards later this year.","BEIJING/TOKYO, May 27 (Reuters) - Asian shares extended overnight global gains thanks to strong results from regional tech firms and U.S. retailers, while investors also took comfort from Federal Res… [+4153 chars]"
"Russian economy may need a decade to return to pre-sanctions levels, Sberbank says | Reuters",https://www.reuters.com/markets/europe/russian-economy-may-need-decade-return-pre-sanctions-levels-sberbank-says-2022-06-17/,2022-06-17T11:40:59Z,"Russia's economy may need a decade to return to the pre-sanctions levels of 2021, the chief executive of the country's top bank Sberbank <a href=""https://www.reuters.com/companies/SBER.MM"" target=""_blank"">(SBER.MM)</a> said on Friday, as economic curbs have c…","June 17 (Reuters) - Russia's economy may need a decade to return to the pre-sanctions levels of 2021, the chief executive of the country's top bank Sberbank (SBER.MM) said on Friday, as economic curb… [+2676 chars]"
Tanker built by Iran for Venezuela to carry fuel components in first trip -sources | Reuters,https://www.reuters.com/business/energy/tanker-built-by-iran-venezuela-carry-fuel-components-first-trip-sources-2022-06-15/,2022-06-15T15:58:16Z,"A tanker built by an Iranian shipyard for Venezuela plans to depart next month from the Middle Eastern country with a cargo of fuel components for the gasoline-thirsty nation, three sources with knowledge of the deal told Reuters.","HOUSTON/MARACAY, Venezuela, June 15 (Reuters) - A tanker built by an Iranian shipyard for Venezuela plans to depart next month from the Middle Eastern country with a cargo of fuel components for the … [+2616 chars]"
Manulife Asia on track for 2025 earning goal despite economic weakness,https://www.reuters.com/business/finance/manulife-asia-track-2025-earning-goal-despite-economic-weakness-2022-06-15/,2022-06-15T09:27:04Z,"Manulife Financial's <a href=""https://www.reuters.com/companies/MFC.TO"" target=""_blank"">(MFC.TO)</a> Asia unit is on track to account for half of the Canadian insurer's core earnings by 2025 despite economic slowdowns and impact of COVID-19 to its key markets…","HONG KONG, June 15 (Reuters) - Manulife Financial's (MFC.TO) Asia unit is on track to account for half of the Canadian insurer's core earnings by 2025 despite economic slowdowns and impact of COVID-1… [+2218 chars]"
"Indian shares rise as IT, financials advance",https://www.reuters.com/markets/europe/indian-shares-rise-it-financials-advance-2022-05-26/,2022-05-26T04:25:03Z,"Indian shares inched higher on Thursday after a three-day slide, outperforming broader Asia on the back of gains in information technology and banking stocks as investors snapped up beaten-down equities.","BENGALURU, May 26 (Reuters) - Indian shares inched higher on Thursday after a three-day slide, outperforming broader Asia on the back of gains in information technology and banking stocks as investor… [+1100 chars]"
Citi CEO sees Europe heading into recession more than U.S.,https://www.reuters.com/markets/us/citi-ceo-sees-europe-heading-into-recession-more-than-us-2022-06-03/,2022-06-03T16:36:13Z,"Citigroup Inc <a href=""https://www.reuters.com/companies/C.N"" target=""_blank"">(C.N)</a> Chief Executive Jane Fraser said on Friday that Europe was more likely to slip into a recession more than the United States, as she joined other global bank CEOs this week…","NEW YORK, June 3 (Reuters) - Citigroup Inc (C.N) Chief Executive Jane Fraser said on Friday that Europe was more likely to slip into a recession more than the United States, as she joined other globa… [+1702 chars]"
"Bonds slide, yen dumped as interest rate hikes loom",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-06-07/,2022-06-07T02:06:22Z,"Asia's stock markets edged lower on Tuesday, the yen hit a 20-year low and bond markets wavered as investors nervously awaited U.S. inflation figures and central bank meetings in Australia, Europe and, next week, in the United States.","SINGAPORE, June 7 (Reuters) - Asia's stock markets edged lower on Tuesday, the yen hit a 20-year low and bond markets wavered as investors nervously awaited U.S. inflation figures and central bank me… [+3501 chars]"
Running short of gas: Russia's pipeline repair has Europe worried,https://www.reuters.com/business/energy/running-short-gas-russias-pipeline-repair-has-europe-worried-2022-06-24/,2022-06-24T14:33:53Z,"When Russia turns off the gas through the Nord Stream 1 pipeline for maintenance in July, Europe is starting to worry that it won't turn it back on again.","LONDON/FRANKFURT, June 24 (Reuters) - When Russia turns off the gas through the Nord Stream 1 pipeline for maintenance in July, Europe is starting to worry that it won't turn it back on again.
This … [+5593 chars]"
Asia markets plunge again as flurry of interest rate hikes fuels recession fears,https://amp.theguardian.com/business/2022/jun/17/asia-markets-plunge-again-as-flurry-of-interest-rate-hikes-fuels-recession-fears,2022-06-17T02:57:08Z,"Investors wary as other central banks follow US Federal Reserve in raising borrowing costsThe global rout in stock markets, cryptocurrencies and other risky assets has gathered pace amid growing concern that out-of-control inflation, rising interest rates and…","The global rout in stock markets, cryptocurrencies and other risky assets has gathered pace amid growing concern that out-of-control inflation, rising interest rates and slowing growth could combine … [+5375 chars]"
ECB meets to discuss bond rout as markets anticipate Fed rate rise – business live,https://www.theguardian.com/business/live/2022/jun/15/ecb-meets-discuss-bond-rout-markets-tenterhooks-dollar-20-year-peak-fed-rate-decision-business-live,2022-06-15T06:51:59Z,"Investors wait to see how aggressive US Federal Reserve will be in raising rates, with fears that a bigger hike could tip the economy into recessionGood morning, and welcome to our rolling coverage of business, the world economy and the financial markets.Mark…","And were off. European shares have notched up some decent gains at the open, following increases in several Asian markets (Hong Kongs Hang Seng rose 1% while Japans Nikkei edged down 0.1%). 
<ul><li… [+4250 chars]"
Mongolia under pressure to align with Russia and China,https://amp.theguardian.com/world/2022/may/31/mongolia-under-pressure-to-align-with-russia-and-china,2022-05-31T09:51:07Z,"Landlocked state is pursuing neutrality despite neighbours’ efforts to create triangle of anti-western cooperationMongolia, a squeezed outpost of democracy in north-east Asia, is under renewed pressure from its authoritarian neighbours, Russia and China, to s…","Mongolia, a squeezed outpost of democracy in north-east Asia, is under renewed pressure from its authoritarian neighbours, Russia and China, to shed its independence and form a triangle of anti-weste… [+5223 chars]"
Three-year report reveals vast scale of money laundering in British Columbia,https://amp.theguardian.com/world/2022/jun/16/canada-british-columbia-money-laundering,2022-06-16T19:03:02Z,"Inquiry shows cash flowing in from Asian investors has not resulted in house prices tripling over two decadesBritish Columbia is a magnet for money laundering, and Canada’s lax regulations are allowing billions of dollars to illegally flow into the province, …","British Columbia is a magnet for money laundering, and Canadas lax regulations are allowing billions of dollars to illegally flow into the province, according to the findings of a three-year public i… [+3309 chars]"
UK unemployment rate rises and real regular pay falls; markets in turmoil – business live,https://www.theguardian.com/business/live/2022/jun/14/uk-unemployment-real-regular-pay-falls-markets-ftse-pound-oil-business-live,2022-06-14T06:50:05Z,"Rolling coverage of the latest economic and financial news<ul><li>UK unemployment rate rose to 3.8%</li><li>Regular pay, after inflation, fell by 2.2%</li><li>Payrolls up again, vacancies still at record</li><li>ASX: Australian stocks tumble after global sell…","Introduction: UK jobless rate rises as basic pay lags inflation
Good morning, and welcome to our rolling coverage of business, the world economy and the financial markets.
The UKs unemployment rate… [+3359 chars]"
Global recession fears loom over markets; easyJet cuts more flights – business live,https://www.theguardian.com/business/live/2022/jun/20/markets-global-recession-fears-easyjet-cuts-flights-bank-of-england-travel-rail-strikes-business-live,2022-06-20T07:05:53Z,"Rolling coverage of the latest economic and financial news<ul><li>Yellen says US recession not ‘inevitable’ but expects ‘economy to slow’</li><li>Bitcoin value slumps below $20,000 in cryptocurrencies turmoil</li><li>House prices in Great Britain hit record h…","People waiting in lines at Schiphol Airport in Amsterdam, Netherlands, last week. Photograph: Piroschka van de Wouw/Reuters
Easyjet intends to cut an unspecified number of flights at Amsterdams Schi… [+7188 chars]"
UK economic growth to dry up; house buyer demand falls – business live,https://www.theguardian.com/business/live/2022/jun/09/uk-economic-growth-house-buyers-petrol-oil-european-central-bank-business-live,2022-06-09T07:23:38Z,"Rolling coverage of the latest economic and financial news<ul><li>UK growth to stall in Q2 and Q3, and shrink in Q4</li><li>UK economy ‘will grind to a halt’, BCC forecasts</li><li>Price of UK petrol makes biggest daily jump in 17 years</li><li>Fuel cost surg…","China's exports jump
A container ship from Japan anchored at Shanghais Yangshan Port. Chinas trade growth rebounded in May after anti-virus restrictions that shut down Shanghai and other industrial … [+11101 chars]"
UK economy shrank by 0.3% in April – business live,https://www.theguardian.com/business/live/2022/jun/13/uk-gdp-report-for-april-released-as-recession-fears-grow-business-live,2022-06-13T06:05:39Z,"Rolling coverage of the latest economic and financial newsBreaking: The UK economy shrank in April, for the second month running.GDP declined by 0.3% in April, adding to the 0.1% drop in March.“The fact that business optimism is now at the same level it was m…","KPMG: Fall in output unlikely to be short-lived
Aprils fall in GDP shows the UK economy could shrink in the current quarter - putting it on the brink of recession.
Yael Selfin, chief economist at K… [+7366 chars]"
S&P 500 sinks into bear-market territory as recession fears pound US stocks,https://amp.theguardian.com/business/2022/jun/13/wall-street-stock-markets-bear-market,2022-06-13T16:16:55Z,"Term to describe market falling 20% or more comes as investors fret about high inflation and possibility of further raise risesFears about a possible recession pounded stock markets worldwide on Monday, and Wall Street’s S&P 500 tumbled into the maw of what’s…","Fears about a possible recession pounded stock markets worldwide on Monday, and Wall Streets S&amp;P 500 tumbled into the maw of whats known as a bear market after sinking more than 20% below its rec… [+3924 chars]"
Sri Lanka’s prime minister says economy has ‘completely collapsed’,https://amp.theguardian.com/world/2022/jun/23/sri-lanka-prime-minister-economy-completely-collapsed,2022-06-22T22:32:18Z,"Ranil Wickremesinghe’s comments come as island faces its worst crisis in recent memory, though PM didn’t cite any new developments Sri Lanka’s debt-laden economy has “collapsed” after months of shortages of food, fuel and electricity, the prime minister told …","Sri Lankas debt-laden economy has collapsed after months of shortages of food, fuel and electricity, the prime minister told lawmakers in comments that underscored the countrys dire situation as it s… [+4597 chars]"
Global supply chain crisis fuels push to local manufacturing as China’s appeal dims,https://amp.theguardian.com/business/2022/jun/09/global-supply-chain-crisis-fuels-push-to-local-manufacturing-as-chinas-appeal-dims,2022-06-09T02:26:11Z,"Analysis: US to examine with fresh urgency easing reliance on China as pandemic disruptions expose global economic vulnerabilitiesEveryone has a story to tell about the supply chain problems that have affected the global economy, from the beginning of the pan…","Everyone has a story to tell about the supply chain problems that have affected the global economy, from the beginning of the pandemic through to the disruption caused by the war in Ukraine. From sho… [+6062 chars]"
China funnels its overseas aid money into political leaders’ home provinces,https://amp.theguardian.com/world/2022/may/29/china-funnels-overseas-aid-money-political-leaders-home-provinces,2022-05-29T10:00:05Z,"Schools, stadiums or airports help the presidents of countries that receive cash from Beijing tighten their grip on powerChina’s financing of overseas projects has disproportionately benefited the core political supporters of incumbent presidents or prime min…","Chinas financing of overseas projects has disproportionately benefited the core political supporters of incumbent presidents or prime ministers of those countries that receive the funds, according to… [+6452 chars]"
‘Same nightmare week after week’: UK firms fed up with post-Brexit EU trade,https://amp.theguardian.com/business/2022/may/30/brexit-uk-firms-eu-trade-northern-ireland,2022-05-30T05:00:20Z,"Exporters fear Northern Ireland protocol row will spur trade war with Brussels, making an already difficult job even harderMark Brearley is still frustrated by Brexit. More than a year from Britain’s formal withdrawal from the EU, on terms agreed by Boris Joh…","Mark Brearley is still frustrated by Brexit. More than a year from Britains formal withdrawal from the EU, on terms agreed by Boris Johnsons government, exporting the goods his company produces hasnt… [+6656 chars]"
New minister for republic says ‘twilight’ of Queen’s reign chance ‘to discuss what comes next for Australia’,https://amp.theguardian.com/australia-news/2022/jun/01/minister-republic-twilight-queen-reign-good-opportunity-next-for-australia,2022-06-01T17:30:16Z,Assistant minister Matt Thistlethwaite says ‘why wouldn’t we appoint an Australian as our pinnacle position?’<ul><li>Follow our Australia news live blog for the latest updates</li><li>Get our free news app; get our morning email briefing</li></ul>The man task…,"The man tasked with overseeing Australias transition to a republic says the work done over the next three years will ensure the country is ready to go in a second term of an Albanese government.
Mat… [+4574 chars]"
What will the new Labor government do for rural and regional Australia?,https://amp.theguardian.com/australia-news/2022/may/29/what-will-the-new-labor-government-do-for-rural-and-regional-australia,2022-05-28T20:00:41Z,"With the Nationals now out of power, we examine the Albanese government’s promises and priorities for the bush<ul><li>Sign up for the Rural Network email newsletter</li><li>Join the Rural Network group on Facebook to be part of the community</li></ul>Anthony …","Anthony Albanese says his desire as prime minister is to unite Australia, with no one left behind, no one held back, but for many living outside the capital cities in Coalition-held seats, being left… [+8738 chars]"
More than 100m Americans urged to stay indoors amid extreme heat | First Thing,https://amp.theguardian.com/us-news/2022/jun/15/first-thing-more-than-100m-americans-urged-to-stay-indoors-amid-extreme-heat,2022-06-15T10:38:10Z,"Heatwave expected to stretch from Gulf coast to Carolinas, reaching 100F in some cities. Plus, the 67-year-old crowd surfer<ul><li>Don’t already get First Thing in your inbox? Sign up here</li></ul>Good morning.More than 100 million Americans have been advise…","Good morning.
More than 100 million Americans have been advised to stay indoors as high temperatures and humidity settle over states spanning parts of the Gulf coast to the Great Lakes and east to t… [+8278 chars]"
Britain and Russia are enemies in Ukraine - but both want to disrupt Europe | Caroline de Gruyter,https://amp.theguardian.com/commentisfree/2022/jun/21/britain-russia-ukraine-europe-northern-ireland-protocol-brexit,2022-06-21T09:00:32Z,The Northern Ireland protocol row shows the similarities between two former imperial powers intent on regaining lost gloryThe British government has taken the first steps to unravelling its agreement with the EU on Northern Ireland – the so-called Northern Ir…,The British government has taken the first steps to unravelling its agreement with the EU on Northern Ireland the so-called Northern Ireland protocol. Many Europeans are baffled by this. How can the … [+6021 chars]
"‘Highly implausible’ that new Galilee Basin coalmines would be profitable, study finds",https://amp.theguardian.com/australia-news/2022/may/27/highly-implausible-that-new-galilee-basin-coalmines-would-be-profitable-study-finds,2022-05-26T17:30:10Z,"Report says Adani’s Carmichael mine in central Queensland seems ‘rather a political decision, not an economically driven one’<ul><li>Follow our Australia news live blog for the latest updates</li><li>Get our free news app; get our morning email briefing</li><…","Any new coalmines in Australias Galilee Basin, including Adanis Carmichael mine, will not be economically viable in the long run under even the most generous assumptions about the future of the fossi… [+4627 chars]"
"Tesco warns of ‘unprecedented increases’ in cost of living, as recession fears haunt markets – business live",https://www.theguardian.com/business/live/2022/jun/17/tesco-cost-of-living-inflation-markets-recession-ftse-business-live,2022-06-17T06:38:06Z,"Tesco warns of ‘unprecedented increases’ in cost of living, as recession fears haunt markets – business livetheguardian.com","Tescos online sales in the UK have dropped by 14.5% compared with a year ago, todays trading statement shows.
Sales at large stores are down slightly, while takings at convenience store are up 6.2%,… [+4561 chars]"
UK inflation forecast to rise to fresh 40-year peak as cost of living crisis worsens – business live,https://www.theguardian.com/business/live/2022/jun/22/higher-energy-food-costs-expected-push-uk-inflation-40-year-peak-cost-living-crisis-business-live,2022-06-22T05:43:16Z,UK inflation forecast to rise to fresh 40-year peak as cost of living crisis worsens – business livetheguardian.com,"To recap: UK inflation has risen to 9.1%, the highest rate in 40 years amid the soaring cost of food and record prices for petrol and diesel.
The figures from the Office for National Statistics show… [+11654 chars]"
Analysis | China Tech Stocks Are Both a Buy and a Sell. You Decide - The Washington Post,https://www.washingtonpost.com/business/china-tech-stocks-areboth-a-buy-and-a-sell-you-decide/2022/06/13/b262e924-eb6c-11ec-9f90-79df1fb28296_story.html,2022-06-14T02:05:14Z,There’s something for everybody in the signs coming out of one of the world’s hottest sectors. But the macro picture may not be so bright.,"Placeholder while article actions load
Theres a lot of renewed belief that the sky has cleared for Chinese technology companies, and that nows a good time to jump back into one of the most lucrative… [+6556 chars]"
Air pollution worse for global lifespan than cigarettes or alcohol,https://www.washingtonpost.com/world/2022/06/15/global-pollution-air-quality-life-index-report-life-expectancy/,2022-06-15T20:51:03Z,"Air pollution takes more than two years off global average life expectancy, the Air Quality Life Index found — making breathing more dangerous globally than smoking cigaretttes or drinking alcohol.","Placeholder while article actions load
Breathing is more dangerous than smoking cigarettes or drinking alcohol.
Thats according to the latest report from the Energy Policy Institute at the Universi… [+7672 chars]"
"Despite the war in Ukraine, Biden understands China matters most",https://www.washingtonpost.com/opinions/2022/05/29/china-policy-biden-blinken-asia-trip-despite-war-ukraine-china-matters-most/,2022-05-29T14:00:00Z,Obama and Trump got China wrong. Biden might be getting it right.,"Placeholder while article actions load
President Barack Obama operated under the mistaken assumption that China wanted to be a responsible member of the international community. President Donald Tru… [+5761 chars]"
Centrist Democrats are pushing smart — if politically risky — anti-inflation ideas,https://www.washingtonpost.com/opinions/2022/06/12/new-democrats-inflation-plan-smart-but-politically-risky/,2022-06-13T11:45:00Z,Here's how to help address rising prices without killing the economic recovery.,"Placeholder while article actions load
The most significant tool for fighting inflation remains the Federal Reserves control of interest rates. That does not mean the political branches are powerles… [+4729 chars]"
"As Biden heads to Europe, the mood on Ukraine is grimmer",https://www.washingtonpost.com/politics/2022/06/24/biden-g7-nato-ukraine/,2022-06-24T16:32:07Z,"When Western allies met earlier this year, their tone on Ukraine was resolute and optimistic. This time, the future is uncertain and the mood far more somber.","Placeholder while article actions load
MUNICH When President Biden met with his European counterparts in March, the mood despite the grim circumstances was almost heady: A weeks-old Russian invasion… [+8906 chars]"
MBS stands on the verge of getting what he wants,https://www.washingtonpost.com/opinions/2022/05/31/biden-meeting-mbs-evades-accountability-jamal-khashoggi/,2022-05-31T22:46:28Z,The Saudi crown prince's efforts to avoid accountability for the murder of Jamal Khashoggi are about to pay off with a meeting with President Biden.,"Placeholder while article actions load
The dictionary defines realpolitik as policy based on power rather than ideals or principles. We are about to see a version of this in action when President Bi… [+5121 chars]"
"Sri Lanka's economy has 'completely collapsed,' prime minister says",https://www.washingtonpost.com/world/2022/06/23/sri-lanka-economy-collapse/,2022-06-23T08:10:21Z,Prime Minister Ranil Wickremesinghe spoke to Parliament after weeks of economic and political turmoil.,"Placeholder while article actions load
Collapsed. A serious situation. And potentially, a fall to rock bottom.
Those are some of the ways Sri Lankas prime minister described his countrys faltering … [+4673 chars]"
Thailand legalizes marijuana — with grey areas and caveats,https://www.washingtonpost.com/world/2022/06/09/thailand-legal-marijuana-cannabis-decriminalized/,2022-06-09T16:59:25Z,"Thailand on Thursday made legal the growth and trade of marijuana within set parameters, becoming the first country in Southeast Asia to do so.","Placeholder while article actions load
Thailand on Thursday made legal the growth and trade of marijuana within set parameters becoming the first country in Southeast Asia to do so.
Thai Health Min… [+2966 chars]"
Storm in a tea cup? Pakistan urges citizens to give up drink to help economy.,https://www.washingtonpost.com/world/2022/06/16/pakistan-economy-tea-currency-reserves-imports/,2022-06-16T13:20:39Z,"""I appeal to the people to reduce their tea drinking by one or two cups a day,"" Pakistani minister Ahsan Iqbal said.","Placeholder while article actions load
Its not going down so well.
People in Pakistan are venting their outrage after a government minister urged them to forgo their frequent cups of tea to help th… [+3958 chars]"
Tom Cruise in Japan? OK. Ordinary tourists in Japan? Not OK.,https://www.washingtonpost.com/world/2022/06/01/japan-tourism-covid-kanye-tom-cruise/,2022-06-01T08:47:29Z,"Japan's persistent restrictions on foreigners are out of step with not only the Group of Seven major economies, but also its neighboring countries, other than China.","Placeholder while article actions load
TOKYO It may not seem like rapper Kanye West, actor Tom Cruise and K-pop stars Super Junior have much in common. But they do in Japan: They are among the parad… [+5301 chars]"
Biden's hemispheric summit may end up a dud,https://www.washingtonpost.com/world/2022/06/10/biden-summit-of-americas-south-dud/,2022-06-10T04:01:03Z,The White House's hopes for the Summit of the Americas won't chase out the giant Chinese elephant in the room.,"Placeholder while article actions load
Youre reading an excerpt from the Todays WorldView newsletter. Sign up to get the rest free, including news from around the globe, interesting ideas and opinio… [+7943 chars]"
"Beijing chafes at Moscow's requests for support, Chinese officials say",https://www.washingtonpost.com/national-security/2022/06/02/china-support-russia-ukraine/,2022-06-02T21:58:17Z,"Moscow has on at least two occasions pressed Beijing to offer new forms of economic support — exchanges that one Chinese official described as “tense.«  Officials declined to share specifics of Russia’s requests, but one official said it included maintaining …","Placeholder while article actions load
Russian officials have raised increasingly frustrated requests for greater support during discussions with Beijing in recent weeks, calling on China to live up… [+9869 chars]"
The diplomatic war over Ukrainian grain exports heats up,https://www.washingtonpost.com/world/2022/06/07/grain-export-blockade-russia-ukraine-africa/,2022-06-07T04:01:50Z,"Foreign governments are struggling for options to release Ukraine's immense supply of agricultural products, particularly wheat.","Placeholder while article actions load
Youre reading an excerpt from the Todays WorldView newsletter. Sign up to get the rest free, including news from around the globe, interesting ideas and opinio… [+6458 chars]"
Russians face prospect of Soviet-style shortages as sanctions bite,https://www.washingtonpost.com/world/2022/05/26/russia-economy-aviation-sanctions-shortages/,2022-05-26T07:00:31Z,"In aviation, a lack of crucial parts could ground much of the country's fleet and make flying a game of ""Russian roulette.""","Placeholder while article actions load
Stung by Western sanctions, Russia is starting to devolve into a secondhand economy dependent on poor substitutes, where shortages are stirring memories of the… [+11139 chars]"
"Putin thinks West will blink first in war of attrition, Russian elites say",https://www.washingtonpost.com/world/2022/06/03/russia-putin-economy-attrition-war/,2022-06-03T07:00:20Z,The Kremlin is seeking to ramp up economic pressure to erode foreign support for Ukraine.,"Placeholder while article actions load
Russian President Vladimir Putin is digging in for a long war of attrition over Ukraine and will be relentless in trying to use economic weapons, such as a blo… [+7864 chars]"
"Brazil Points the Way Out of Inflation. Yes, You Read That Right",https://www.washingtonpost.com/business/brazil-pointsthe-way-out-ofinflation-yes-you-read-that-right/2022/06/06/34947140-e5ed-11ec-a422-11bbb91db30b_story.html,2022-06-06T23:14:18Z,The country hasn’t always had the most open trade policy. But it’s loosening up just as much of the rest of the world is keeping tariffs on imports.,"Placeholder while article actions load
Looking for hints on how to pull the world out of its current inflationary state? You could do worse than turn to a country whose currency is worth less than a… [+5642 chars]"
Can Biden’s Asia economic plan counter China’s influence there?,https://www.aljazeera.com/program/counting-the-cost/2022/5/28/can-bidens-asia-economic-plan-counter-chinas-influence-there,2022-05-28T07:19:51Z,The US president has launched the Indo-Pacific Economic Framework for Prosperity with 12 countries.,"The United States has lacked a defined economic plan with the Indo-Pacific region since former President Donald Trump quit a multinational trans-Pacific trade agreement in 2017.
Now, President Joe B… [+491 chars]"
China leans on state-run banks for $120bn to boost economy,https://www.aljazeera.com/economy/2022/6/2/china-leans-on-state-run-banks-for-120bn-to-boost-economy,2022-06-02T06:03:58Z,The recently announced stimulus will go to boost infrastructure investment and is part of old playbook to drive growth.,"Beijing is turning to state-owned policy banks once again to help rescue an economy under strain, ordering them to provide 800 billion yuan ($120 billion) in funding for infrastructure projects.
The… [+4532 chars]"
"After China row, Australia eyes Southeast Asia as ally in trade",https://www.aljazeera.com/economy/2022/6/20/after-china-row-australia-eyes-southeast-asia-as-ally-in-trade,2022-06-20T06:38:50Z,Prime Minister Anthony Albanese has pledged to deepen economic engagement with region amid tensions with Beijing.,"Sydney, Australia While analysts watch for clues about how Australias new government will handle relations with China, Canberras sights are set on deepening trade with another megamarket closer to ho… [+8255 chars]"
Japan to attend NATO summit for first time,https://www.aljazeera.com/news/2022/6/15/japan-to-attend-nato-summit-for-first-time,2022-06-15T14:19:10Z,"Fumio Kishida says he will join June 28-30 meeting, becoming the first Japanese prime minister to attend a NATO summit.","Japanese Prime Minister Fumio Kishida has said he will attend this months NATO summit in Madrid, becoming the countrys first leader to join a top meeting of the transatlantic group.
The announcement… [+1465 chars]"
Pollution cuts life expectancy in India capital by 10 years: EPIC,https://www.aljazeera.com/news/2022/6/14/pollution-cuts-life-expectancy-in-india-capital-by-10-years-epic,2022-06-14T09:54:57Z,Research says PM2.5 pollution is reducing life expectancy in one of the world's most polluted cities by nearly a decade.,"Microscopic air pollution caused mostly by burning fossil fuels is reducing life expectancy by nearly 10 years in the Indian capital, one of the most polluted cities in the world, says a study.
The … [+2250 chars]"
Israel and UAE sign free trade agreement,https://www.aljazeera.com/economy/2022/5/31/israel-signs-major-trade-deal-with-uae,2022-05-31T08:17:08Z,"Deal is Israel's first big trade accord with an Arab state, after establishing ties in 2020.","Israel has signed a free trade agreement with the United Arab Emirates, its first big trade accord with an Arab state and a move aimed at boosting trade between the two Middle Eastern nations.
The p… [+3700 chars]"
Pakistan’s rupee sinks as uncertainties over IMF bailout loom,https://www.aljazeera.com/economy/2022/5/31/pakistans-rupee-sinks-as-uncertainties-over-imf-bailout-rise,2022-05-31T04:03:20Z,"The rupee has declined about 7 percent in May, steepest drop since March 2020, as Pakistan negotiates a bailout package.","Pakistans rupee is poised for its biggest monthly decline in more than two years as deteriorating finances and uncertainty over the International Monetary Funds bailout plan weigh on the currency.
T… [+1694 chars]"
Kishida critics seize on weak yen in Japan upper house election,https://www.aljazeera.com/economy/2022/6/22/kishida-critics-seize-on-weak-yen-in-japan-upper-house-election,2022-06-22T02:14:05Z,Japanese prime minister defends ultra-loose monetary policy during campaigning for the July 10 vote.,Campaigning for Japans upper house election kicked off with Prime Minister Fumio Kishida fighting off criticism of the ultra-loose monetary policy he continues to support despite worries that its acc… [+3396 chars]
China’s COVID curbs pressure Asian factory output,https://www.aljazeera.com/economy/2022/6/1/chinas-covid-curbs-pressure-asian-factory-output,2022-06-01T08:10:15Z,Manufacturers slowed activity last month in countries ranging from Japan to Taiwan and Malaysia.,"Asias factory activity slowed in May as Chinas heavy-handed coronavirus curbs continued to disrupt supply chains and dampen demand, adding to woes for some of the regions economies that are already u… [+3260 chars]"
Japan court upholds ban on same-sex marriage,https://www.aljazeera.com/news/2022/6/20/japan-court-upholds-ban-on-same-sex-marriage,2022-06-20T08:22:34Z,Japan is the only G7 nation that doesn't allow people of the same gender to marry.,"A court in Osaka has ruled that Japans ban on same-sex marriage was not unconstitutional.
The ruling on Monday dealt a setback to LGBTQ rights activists in the only Group of Seven nation that does n… [+3427 chars]"
‘Shooting themselves in the foot’: Western sanctions on Russia,https://www.aljazeera.com/economy/2022/6/2/shooting-themselves-in-the-foot-western-sanctions-on-russia,2022-06-02T19:00:48Z,"The more tension there is between Russia and the West, the higher the prices will be for commodities, analysts say.","About a month after Russia launched an invasion of Ukraine, US President Joe Biden hailed the Wests unprecedented sanctions on Moscow and said they had caused the rouble to be almost immediately redu… [+7303 chars]"
Will Prophet remarks controversy shake India-Middle East trade?,https://www.aljazeera.com/economy/2022/6/16/will-prophet-remarks-controversy-shake-india-middle-east-trade-ties,2022-06-16T09:56:51Z,Gulf nations will watch protests in India closely with both sides having billions riding on investments and trade.,"Indias political ties with the Gulf region may be strained over insulting remarks made by members of Indias ruling Bharatiya Janata Party (BJP) against Prophet Muhammad, but the jury is out on whethe… [+8434 chars]"
"Governments, firms make new bet on green hydrogen as climate fix",https://www.aljazeera.com/economy/2022/6/22/governments-firms-bet-on-green-hydrogen-as-climate-fix,2022-06-22T05:48:09Z,The number of green hydrogen projects worldwide has increased more than three-fold in less than a year.,"It has been billed as the fuel of the future touted as a solution to everything from Europes dependence on Russian fossil fuels to Asias ferocious growing appetite for sustainable energy.
After year… [+7374 chars]"
How will the Prophet remarks row affect India-GCC ties?,https://www.aljazeera.com/news/2022/6/14/how-will-the-prophet-row-affect-india-gcc-ties,2022-06-14T08:39:49Z,Insulting remarks against the Prophet by India’s ruling party officials cause a diplomatic backlash in the Muslim world.,"Insulting remarks against Prophet Muhammad by leaders of Indias ruling Bharatiya Janata Party (BJP) have triggered wide criticism from Arab countries, with experts saying the diplomatic backlash migh… [+9960 chars]"
Thailand legalises growing cannabis and eases consumption rules,https://www.aljazeera.com/news/2022/6/9/thailand-legalises-growing-cannabis-and-eases-consumption-rules,2022-06-09T09:07:13Z,Thailand becomes the first Asian country to legalise growing cannabis and consuming it in food and drinks.,"Thailand has legalised the growing and possession of cannabis and its consumption in food and drinks, the first Asian country to do so, with the aim of boosting its agriculture and tourism sectors bu… [+4693 chars]"
"Russia-Ukraine war: List of key events, day 112",https://www.aljazeera.com/news/2022/6/15/russia-ukraine-war-list-of-key-events-day-112,2022-06-15T07:30:32Z,"As the Russia-Ukraine war enters its 112th day, we take a look at the main developments.","Here are the key events so far on Wednesday, June 15.
Get the latest update here.
Fighting
<ul><li>Ukraines forces are finding it more difficult to hold off Russian troops in the key eastern city … [+4048 chars]"
