title,url,date_published,snippet,body
Shangri-La Dialogue: Delegates meet amid security challenges,https://www.aljazeera.com/news/2022/6/10/shangri-la-dialogue-what-to-watch-for,2022-06-10T04:49:48Z,"Focus on keynote speeches by Japan, US and China, with special address from Ukrainian President Volodymyr Zelenskyy.","The Shangri-La Dialogue (SLD), the key security meeting in the Asia Pacific, gets under way in Singapore later on Friday with discussions expected to focus on Russias invasion of Ukraine, US-China te… [+7887 chars]"
Japan vows bigger security role in Asia-Pacific to tackle threats,https://www.aljazeera.com/news/2022/6/10/japan-vows-bigger-security-role-in-asia-pacific-to-tackle-threats,2022-06-10T20:07:45Z,PM Kishida announces plans to boost country's diplomatic and security role amid Russia's invasion of Ukraine.,Japanese Prime Minister Fumio Kishida has announced plans to boost his countrys diplomatic and security role in the Asia-Pacific to tackle what he described as growing threats in the region amid Russ… [+2599 chars]
China says Australia military planes in S China Sea are a threat,https://www.aljazeera.com/news/2022/6/7/china-says-australia-military-planes-in-s-china-sea-are-a-threat,2022-06-07T10:52:30Z,Beijing says Australia military aircraft in the South China Sea region threaten its sovereignty and security.,China said that its military has identified Australian military aircraft in the South China Sea and warned them to leave days after Australia said fighter aircraft had intercepted one of its military… [+1584 chars]
Australia says a Chinese fighter jet intercepted its plane in May,https://www.aljazeera.com/news/2022/6/5/australia-says-chinese-fighter-jet-intercepted-its-plane-in-may,2022-06-05T04:34:47Z,Australian says the Chinese fighter jet intercepted its military plane over the South China Sea on May 26.,"Australias defence department says a Chinese fighter jet dangerously intercepted an Australian military surveillance plane in the South China Sea region in May.
In a statement on Sunday, the defence… [+2212 chars]"
Dozens of countries question China at UN over Xinjiang ‘abuses’,https://www.aljazeera.com/news/2022/6/14/dozens-of-countries-blame-china-at-un-over-xinjiang-abuses,2022-06-14T21:04:47Z,"In a joint statement, 47 countries voiced concern at reported abuses in China's Xinjiang Uighur Autonomous Region.","Dozens of countries have voiced concern about alleged abuses in Chinas Xinjiang region, and demanded that the United Nations rights chief publish a long-delayed report on the rights situation there.… [+3603 chars]"
China tells US it will ‘not hesitate to start war’ over Taiwan,https://www.aljazeera.com/news/2022/6/10/china-tells-us-it-will-not-hesitate-to-start-war-over-taiwan,2022-06-10T16:33:48Z,China's defence minister warned his US counterpart Beijing would 'smash to smithereens any Taiwan independence plot'.,"China will not hesitate to start a war and smash to smithereens any Taiwan independence efforts, its defence minister warned his US counterpart in the pairs first face-to-face talks.
If anyone dares… [+3789 chars]"
Global stockpile of nuclear weapons expected to rise: SIPRI,https://www.aljazeera.com/news/2022/6/13/global-nuclear-arsenals-expected-to-grow-report,2022-06-13T08:28:05Z,"Swedish arms watchdog says nuclear arsenals set to grow in coming years, reversing a decline seen since the Cold War.","The global stockpile of nuclear weapons is expected to rise in coming years for the first time since the Cold War due to global tensions, a leading arms watchdog has said.
In its annual report publi… [+4091 chars]"
‘Anti-China’: The Quad launches maritime surveillance plan,https://www.aljazeera.com/news/2022/5/28/why-has-the-quad-launched-an-anti-china-surveillance-plan,2022-05-28T00:27:19Z,Quad's initiative is designed to enable Indo-Pacific nations to track illegal fishing and incursions by Chinese vessels,"Pledging to provide tangible benefits for nations in the Indo-Pacific region, the leaders of the Quad have launched a maritime surveillance plan that analysts say is its most significant move so far … [+6252 chars]"
"North Korea reports 18,820 more 'fever' cases amid COVID outbreak",https://www.aljazeera.com/news/2022/6/20/north-korea-reports-18820-more-fever-cases-amid-covid-outbreak,2022-06-20T01:04:01Z,Declining case numbers comes as experts have expressed doubt N Korea has been able to bring outbreak under control.,"North Korea recorded 18,820 more cases of fever and no new deaths amid its first official COVID-19 outbreak, state media said on Monday, as authorities continue to insist infections in the impoverish… [+2150 chars]"
"N Korea fires eight missiles as S Korea, US wrap up naval drills",https://www.aljazeera.com/news/2022/6/5/n-korea-fires-eight-missiles-as-s-korea-us-wrap-up-naval-drills,2022-06-05T02:05:38Z,Latest launch comes amid signs N Korea is pressing ahead with preparations at its nuclear testing ground in Punggye-ri.,"North Korea has test-fired eight short-range ballistic missiles towards the sea off its east coast, a day after South Korea and the United States wrapped up naval drills in the Philippine Sea.
South… [+2435 chars]"
North Korea says its COVID outbreak is now under control. But is it?,https://www.npr.org/sections/goatsandsoda/2022/05/27/1101534652/north-korea-says-its-covid-outbreak-is-now-under-control-but-is-it,2022-05-27T14:57:09Z,"After saying there were no cases, officials on May 12 announced an outbreak. But without an adequate supply of tests, some say North Korea is ""flying blind."" And it still doesn't have vaccines.","Students of the Pyongyang Jang Chol Gu University of Commerce in North Korea undergo temperature checks before entering the campus. The country said there were no cases until May 12.
Kim Won Jin /AF… [+7921 chars]"
"Despite warnings from economists, Biden says a recession is not inevitable",https://www.npr.org/2022/06/16/1105665402/despite-warnings-from-economists-biden-says-a-recession-is-not-inevitable,2022-06-16T21:44:33Z,"In an interview Thursday with The Associated Press, the president says the American people are ""really, really down"" after two years of pandemic, volatility in the economy and surging gas prices.","President Joe Biden speaks during an interview with The Associated Press in the Oval Office of the White House on Thursday, June 16, 2022.
Evan Vucci/AP
WASHINGTON President Joe Biden told The Asso… [+5096 chars]"
North Korea has test-fired a salvo of 8 short-range missiles,https://www.npr.org/2022/06/05/1103136360/north-korea-test-fires-short-range-missiles,2022-06-05T06:29:56Z,"Possibly setting a single-day record for North Korean ballistic launches, eight missiles were fired over 35 minutes from at least four different locations, South Korea's Joint Chiefs of Staff said.","People watch a TV screen showing a news program reporting about North Korea's missile launch with file footage, at a train station in Seoul, South Korea, on June 5, 2022. North Korea test-fired a sal… [+6468 chars]"
U.S. military reinstitutes its landmine ban — except for Korea,https://www.npr.org/2022/06/21/1106367928/us-landmine-ban-trump-korea-ukraine-russia-ottowa-treaty,2022-06-21T15:45:16Z,"President Joe Biden's administration announced Tuesday that it would restrict the use of anti-personnel land mines by the U.S. military, aligning the country's policy more closely with an international treaty banning the deadly explosives.
The announcement re…","An international sign warning about mines hangs beside a minefield at Bagram Air Base in Afghanistan in 2002.
Mikhail Metzel/AP
President Joe Biden's administration announced Tuesday that it would … [+2162 chars]"
"Joseph Han on U.S. imperialism, Korean ghosts and Guy Fieri",https://www.npr.org/2022/06/13/1104602487/joseph-han-on-u-s-imperialism-korean-ghosts-and-guy-fieri,2022-06-14T04:10:09Z,"We don't often think of Hawaii and the Korean peninsula as having any kind of shared history. But author Joseph Han disagrees — and he makes the case in his debut novel Nuclear Family. In this episode, Han and guest host B.A. Parker discuss the book and Han's…","Author Joseph Han and his debut novel Nuclear Family.
Huan He/Counter Point Press
We don't often think of Hawaii and the Korean peninsula as having any kind of shared history. But author Joseph Han… [+818 chars]"
"Song Hae, Beloved South Korean TV Host, Dies at 95",https://www.nytimes.com/2022/06/09/arts/television/song-hae-dead.html,2022-06-10T04:02:31Z,"Born in what is now North Korea, he was known for his cheeky grin and folksy wisecracks as the host of South Korea’s weekly “National Singing Contest” for more than three decades.","He left behind his mother and a younger sister in North Korea, and well into his 90s, any mention of them would reduce him to tears.
After the ship took him to the South Korean city of Busan, on the… [+1234 chars]"
Pope Francis Announces 21 New Cardinals,https://www.nytimes.com/2022/05/29/world/europe/pope-francis-21-new-cardinals.html,2022-05-29T16:09:17Z,"The new “princes of the church” hail from places like India, Nigeria, Singapore and South Korea. They will be among those who help choose a new pope.","ROME Pope Francis announced Sunday that he would create 21 new cardinals in August, selecting clerics from all corners of the world to reinforce the churchs global reach, as he has done with past cho… [+1223 chars]"
Chinese Pilots Sent a Message. American Allies Said They Went Too Far.,https://www.nytimes.com/2022/06/09/world/asia/china-military-united-states-australia-canada.html,2022-06-09T09:00:28Z,"Australia and Canada said Chinese jets harassed their military planes, though Beijing says it was defending its security. A mishap over Pacific waters could have ominous repercussions.",The Australian military said one of its P-8 aircraft was carrying out routine maritime surveillance in the South China Sea when a Chinese J-16 fighter intercepted it and carried out a maneuver which … [+1095 chars]
"U.S.-Led Alliance Faces Frustration, and Pain of its Own, Over Russia Sanctions",https://www.nytimes.com/2022/06/24/us/politics/russia-ukraine-biden-sanctions.html,2022-06-24T22:03:52Z,Vladimir V. Putin is making gains in his war on Ukraine while the United States and its allies struggle with soaring energy prices and inflation.,"Today, former Obama officials say those sanctions had a modest impact at best, although some argue they helped deter Mr. Putin from a larger invasion of Ukraine at the time.
U.S.-led sanctions on Ir… [+1726 chars]"
North Korea Launches a Volley of Short-Range Missiles,https://www.nytimes.com/2022/06/05/world/asia/north-korea-missile.html,2022-06-05T04:40:45Z,"The North’s latest test, involving eight missiles, came a day after the United States and South Korea finished joint naval exercises in the East China Sea.","On Saturday, the South Korean and American navies completed a three-day joint exercise in international waters off the Japanese island of Okinawa, in the East China Sea, South Korean officials said. … [+1526 chars]"
‘Not in This for the Money’: Why Some Families Sue North Korea,https://www.nytimes.com/2022/06/22/world/asia/north-korea-lawsuits-compensation.html,2022-06-22T14:02:00Z,Families whose relatives have been abducted or imprisoned by North Korea are seeking to hold the country financially accountable despite the long odds of collecting money from the isolated nation.,"That partial success has inspired some people outside the United States to sue North Korea in local courts. One is Eiko Kawasaki, 79, an ethnic Korean woman born in Japan, who moved to North Korea in… [+988 chars]"
"Biden Bans Most Antipersonnel Land Mine Use, Reversing Trump-Era Policy",https://www.nytimes.com/2022/06/21/us/politics/anti-personnel-land-mines-military-biden-trump.html,2022-06-21T18:25:59Z,The move effectively returns to a 2014 policy that forbade the use of the weapons except in defense of South Korea.,The senator also urged the White House to take further steps to put the United States on a path to join treaties banning antipersonnel mines and cluster munitions. Neither of these indiscriminate wea… [+1633 chars]
"North Korea’s Covid Outbreak Is Scary, and an Opportunity",https://www.nytimes.com/2022/06/07/opinion/north-korea-covid.html,2022-06-07T09:00:18Z,Kim Jong-un may be ready to re-engage with the world,"It could be that cases were rising so rapidly in the capital, Pyongyang, that the outbreak had to be acknowledged. But there is likely also an element of political timing involved in announcing the o… [+2199 chars]"
"From Russian Elites, No Sign of Broad Challenge to Putin",https://www.nytimes.com/2022/06/22/world/europe/russia-war-elite-putin.html,2022-06-23T11:57:37Z,Alexander Y. Lebedev looks like a prime target for sanctions meant to prompt Russia’s elites to turn against the Kremlin. He is a onetime billionaire and a...,Alexander Y. Lebedev looks like a prime target for sanctions meant to prompt Russia’s elites to turn against the Kremlin. He is a onetime billionaire and a former KGB agent with deep connections both… [+8195 chars]
North Korea: The mystery of its Covid outbreak,https://www.bbc.co.uk/news/61651016,2022-06-01T23:10:38Z,"North Korea is tackling Covid cases across the country, but very little is known about the scale of the crisis.","By Jean Mackenzie, Hosu Lee &amp; Reality Check teamBBC News
Image source, Korean Central Television 
Image caption, North Korean poster asks: ""Comrade, are you keeping to the emergency virus preve… [+8208 chars]"
"North Korea could carry out nuclear tests 'any time', warns US official",https://www.bbc.co.uk/news/world-asia-61670661,2022-06-08T04:57:57Z,His comments come as Pyongyang tested eight missiles on Sunday - the highest daily record so far.,"Image source, Getty Images
Image caption, File photo of a North Korean missile test in January
A US official has warned that North Korea could conduct a seventh nuclear test ""at any time"".
Sung Ki… [+2201 chars]"
North Korea assumes leadership of UN disarmament group,https://www.bbc.co.uk/news/world-asia-61679432,2022-06-03T03:42:47Z,Critics have questioned Pyongyang's temporary elevation when it has been test-firing missiles all year.,"By Frances MaoBBC News
Image source, Getty Images
Image caption, North Korea's ambassador to the United Nations in Geneva Han Tae Song chairs the Conference on Disarmament
North Korea has temporar… [+2627 chars]"
South Korea lorry driver strike hits car and steel producers,https://www.bbc.co.uk/news/business-61779614,2022-06-13T04:56:31Z,Thousands of truckers have stopped work over their demands for more pay as they face rising fuel costs.,"By Annabelle LiangBusiness reporter
Major South Korean businesses say they are being hit hard as a strike by thousands of lorry drivers across the country is in its seventh day.
Car maker Hyundai a… [+3193 chars]"
Canada says China 'buzzing' military flights in Asia,https://www.bbc.co.uk/news/world-us-canada-61654043,2022-06-02T13:23:02Z,Canada called the incidents are unprofessional and potentially hazardous to aircrew in the Pacific.,"By Bernd Debusmann JrBBC News, Washington
Image source, Getty Images
Image caption, Chinese military aircraft at an airshow in September 2021
Canadian military aircraft operating in Asia have been… [+2007 chars]"
Inside the Kim regime,https://www.bbc.co.uk/programmes/p0ccdvn2,2022-06-07T02:00:00Z,Have you ever wondered what life is like at the very top of the North Korean regime? Thae Yong-ho was once the Deputy Ambassador of North Korea to the United Kingdom until he defected with his family in 2016. Yong-Ho gives a first-hand account of how and why …,Have you ever wondered what life is like at the very top of the North Korean regime? Thae Yong-ho was once the Deputy Ambassador of North Korea to the United Kingdom until he defected with his family… [+161 chars]
North Korea announces outbreak of intestinal sickness,https://www.bbc.co.uk/news/world-asia-61825792,2022-06-16T11:40:06Z,"The illness, which experts say could be typhoid or cholera, comes amid a wave of Covid infections.","North Korea says it is dealing with an outbreak of an unidentified intestinal sickness, adding to the strain caused by the spread of Covid-19.
The country's leader, Kim Jong-un, has ordered quaranti… [+1785 chars]"
South Korea and US fire missiles in warning to North Korea,https://www.bbc.co.uk/news/world-asia-61701465,2022-06-06T04:28:25Z,The joint exercise comes after North Korea test-fired several ballistic missiles on Sunday.,"By Frances MaoBBC News
Image caption, South Korean President Yoon Suk-yeol said his country would respond firmly and sternly to any provocation from the North
South Korea and the US launched eight … [+3650 chars]"
Japan considers joining Nato summit...,https://www.straitstimes.com/asia/east-asia/japans-kishida-considers-joining-nato-summit-sources,2022-06-05T12:37:36Z,"Japan considers joining Nato summit...

 
 
 
 (Top headline, 9th story, link)

 

 

 
 Related stories:WAR TURNS: Hail of Russian artillery tests Ukrainian morale...
'They're in hell'...
Missiles strike Kyiv, shattering sense of calm...
Destroyed tan…",TOKYO (REUTERS) - Japanese Prime Minister Fumio Kishida is considering attending a summit of leaders from the North Atlantic Treaty Organisation in late June to spur coordination with the West over R… [+1439 chars]
North Korea Covid-19 outbreak likely 'getting worse' says WHO,https://www.straitstimes.com/world/europe/north-korea-covid-19-outbreak-likely-getting-worse-says-who,2022-06-01T22:14:32Z,"North Korea has rejected Covid-19 vaccines offered by the WHO.
. Read more at straitstimes.com.","GENEVA (AFP) - The World Health Organisation (WHO) lamented Wednesday (June 1) that it had no access to data about North Korea's Covid-19 outbreak, but assumed the crisis was deepening, contrary to P… [+1937 chars]"
US warns of new UN sanctions bid if North Korea tests nukes,https://www.straitstimes.com/world/united-states/us-warns-of-new-un-sanctions-bid-if-north-korea-tests-nukes,2022-05-31T23:14:09Z,"North Korea appears to be preparing its first nuclear test since 2017.
. Read more at straitstimes.com.","NEW YORK (AFP) - The United States warned Tuesday (May 31) that it will try again to toughen UN sanctions if North Korea tests a nuclear weapon, after a bid last week was vetoed by China and Russia.… [+1766 chars]"
Protests as North Korea takes helm of world disarmament body,https://www.straitstimes.com/world/europe/protests-as-north-korea-takes-helm-of-world-disarmament-body,2022-06-02T16:22:24Z,"Around 50 countries voice outrage that North Korea is chairing the forum for the next three weeks.
. Read more at straitstimes.com.","GENEVA (AFP) - North Korea on Thursday (June 2) skipped the diplomatic niceties for a combative tone when it took the helm of the Conference on Disarmament (CD).
""My country is still at war with the… [+2016 chars]"
US issues sanctions targeting North Korea's weapons of mass destruction programme,https://www.straitstimes.com/world/united-states/us-issues-sanctions-targeting-north-koreas-weapons-of-mass-destruction-programme,2022-05-27T15:28:26Z,"The move came a day after China and Russia vetoed a US-led push to impose more UN sanctions on North Korea. 
. Read more at straitstimes.com.","WASHINGTON (REUTERS) - The United States on Friday (May 27) imposed sanctions on two Russian banks, a North Korean company and a person it accused of supporting North Korea's weapons of mass destruct… [+1822 chars]"
"After UN veto, China says it doesn't want to see North Korea carry out nuclear test",https://www.straitstimes.com/world/united-states/after-un-veto-china-says-it-doesnt-want-to-see-north-korea-carry-out-nuclear-test,2022-06-10T00:35:06Z,"It says dialogue should be the way to improve the situation, and that sanctions do not solve the problem.
 Read more at straitstimes.com.","NEW YORK (REUTERS) - China's United Nations envoy said on Thursday (June 9) that Beijing does not want to see North Korea carry out a new nuclear test, which is partly why China vetoed a United State… [+2692 chars]"
"US asks if China, Russia favour their ties over world security with North Korea vetoes",https://www.straitstimes.com/world/united-states/us-asks-if-china-russia-favour-their-ties-over-world-security-with-north-korea-vetoes,2022-06-08T23:09:23Z,"China said it rejected ""presumptious comments and accusations against China's voting position.""
 Read more at straitstimes.com.","NEW YORK (REUTERS) - The United States on Wednesday (June 8) questioned whether China and Russia had elevated their ""no limits"" strategic partnership above global security by vetoing more UN sanction… [+3028 chars]"
"China, Russia veto US bid at UN to punish North Korea",https://www.straitstimes.com/world/united-states/china-russia-veto-us-bid-at-un-to-punish-north-korea,2022-05-26T22:05:54Z,"Some US allies wondered why Washington went ahead with the vote knowing the opposition from Beijing and Moscow.
. Read more at straitstimes.com.","NEW YORK (AFP) - China and Russia on Thursday (May 26) vetoed tougher United Nations sanctions against North Korea, rejecting a US effort to punish Pyongyang for testing an intercontinental ballistic… [+2151 chars]"
US to keep up North Korea pressure; Seoul urges China to use influence,https://www.straitstimes.com/world/united-states/us-to-keep-up-north-korea-pressure-seoul-urges-china-to-use-influence,2022-06-13T20:55:23Z,"Blinken said Washington was prepared to make short and longer-term adjustments to its military posture, as appropriate.
 Read more at straitstimes.com.","WASHINGTON (REUTERS) - The United States will maintain pressure on North Korea until Pyongyang changes course, US Secretary of State Antony Blinken said on Monday (June 13), while his South Korean co… [+2608 chars]"
"Russian yachts and money going to UAE, Turkey and Israel as US influence wanes",https://www.straitstimes.com/world/middle-east/russian-yachts-and-money-going-to-uae-turkey-and-israel-as-us-influence-wanes,2022-06-01T08:44:59Z,"DUBAI (BLOOMBERG) - Andrey Melnichenko was in a bind. Squeezed by European sanctions targeting Russian billionaires, one of Russia's richest men needed a safe jurisdiction to protect the businesses he'd built.
. Read more at straitstimes.com.","DUBAI (BLOOMBERG) - Andrey Melnichenko was in a bind. Squeezed by European sanctions targeting Russian billionaires, one of Russia's richest men needed a safe jurisdiction to protect the businesses h… [+2786 chars]"
"Nato to pledge aid to Baltics and Ukraine, urge Turkey to let in Nordics",https://www.straitstimes.com/world/europe/nato-to-pledge-aid-to-baltics-and-ukraine-urge-turkey-to-let-in-nordics,2022-06-27T00:12:21Z,"Leaders also hope to cement a new resolve to tackle China's military rise.
 Read more at straitstimes.com.",MADRID (REUTERS) - Nato leaders will urge Turkish President Tayyip Erdogan to lift his veto over Finland and Sweden's bid to join the military alliance when they meet for a three-day summit on Tuesda… [+2634 chars]
