title,url,date_published,snippet,body,text
Fiji court lets U.S. seize Russian oligarch's $300 million superyacht,https://www.washingtonpost.com/world/2022/06/08/fiji-yacht-russian-oligarch-suleyman-kerimov-ukraine/,2022-06-08 07:29:30+00:00,"The Amadea, a superyacht that U.S. officials say is owned by Russian oligarch Suleyman Kerimov, is heading to the United States.","Placeholder while article actions load
The United States secured a victory in its campaign to punish Russian billionaires for the war in Ukraine when Fijis Supreme Court ruled Tuesday that a $300 mi… [+3992 chars]",fiji court lets u s seize russian oligarch s 300 million superyacht the amadea a superyacht that u s officials say is owned by russian oligarch suleyman kerimov is heading to the united states the united states secured a victory in its campaign to punish russian billionaires for the war in ukraine when fijis supreme court ruled tuesday that a 300 mi
"As prices rise, Europeans divided over how Ukraine war should end",https://www.washingtonpost.com/world/2022/06/15/ukraine-war-support-inflation-europe-poll-yougov/,2022-06-15 14:50:32+00:00,"A poll of Europeans from 10 countries suggests public attention may turn to fears about the war's wider impact, including the rising cost of living.","Placeholder while article actions load
As the war in Ukraine drags on through its fourth month, Europeans remain largely united in backing Kyiv, but they are divided over how long theyre willing to … [+5355 chars]",as prices rise europeans divided over how ukraine war should end a poll of europeans from 10 countries suggests public attention may turn to fears about the war s wider impact including the rising cost of living as the war in ukraine drags on through its fourth month europeans remain largely united in backing kyiv but they are divided over how long theyre willing to
Estonian leader urges faster help for Ukraine amid signs of war fatigue,https://www.washingtonpost.com/world/2022/06/16/estonia-kallas-ukraine-allies-aid/,2022-06-16 15:30:47+00:00,Concerns are growing that inflation will erode support for the Ukraine war among Western allies and entrench Russian gains,"Placeholder while article actions load
Ukraines allies need to accelerate their military assistance and other forms of aid before war fatigue takes hold in the West and Russia makes territorial gain… [+5358 chars]",estonian leader urges faster help for ukraine amid signs of war fatigue concerns are growing that inflation will erode support for the ukraine war among western allies and entrench russian gains ukraines allies need to accelerate their military assistance and other forms of aid before war fatigue takes hold in the west and russia makes territorial gain
Ukraine's position has 'worsened' in fight for Severodonetsk,https://www.washingtonpost.com/national-security/2022/06/06/severodonetsk-ukraine-russia/,2022-06-06 23:43:31+00:00,"Russian forces have been expanding their footprint in the city, though Ukrainian troops remain in control of its industrial zone","Placeholder while article actions load
Russia escalated its assault against Ukraine on the battlefield Monday, pummeling a city that has emerged as a key battleground in the east as Moscow expanded … [+5073 chars]",ukraine s position has worsened in fight for severodonetsk russian forces have been expanding their footprint in the city though ukrainian troops remain in control of its industrial zone russia escalated its assault against ukraine on the battlefield monday pummeling a city that has emerged as a key battleground in the east as moscow expanded
Diplomats urge action as global food crisis deepens,https://www.washingtonpost.com/national-security/2022/06/24/food-security-ukraine/,2022-06-24 21:37:57+00:00,"Germany hosted officials in Berlin to discuss ways to blunt the impacts of the global food crisis, which has left 200 million acutely food insecure.","Placeholder while article actions load
BERLIN Top diplomats urged swift global action on Friday in the face of a mounting food crisis, as the war in Ukraine worsens conditions that have pushed milli… [+6166 chars]",diplomats urge action as global food crisis deepens germany hosted officials in berlin to discuss ways to blunt the impacts of the global food crisis which has left 200 million acutely food insecure berlin top diplomats urged swift global action on friday in the face of a mounting food crisis as the war in ukraine worsens conditions that have pushed milli
"At crucial summits, the West squeezes Russia",https://www.washingtonpost.com/world/2022/06/28/crucial-summits-west-squeezes-russia/,2022-06-28 04:01:02+00:00,G-7 nations are pursuing the implementation of a price cap on Russian oil and NATO member states are slated to announce they will boost the number of forces kept at a high readiness level.,"Placeholder while article actions load
Youre reading an excerpt from the Todays WorldView newsletter. Sign up to get the rest free, including news from around the globe and interesting ideas and opi… [+5826 chars]",at crucial summits the west squeezes russia g 7 nations are pursuing the implementation of a price cap on russian oil and nato member states are slated to announce they will boost the number of forces kept at a high readiness level youre reading an excerpt from the todays worldview newsletter sign up to get the rest free including news from around the globe and interesting ideas and opi
"As war drags on, weary Russians yearn for a return to normal life",https://www.washingtonpost.com/world/2022/06/05/russia-war-public-opinion/,2022-06-05 05:00:00+00:00,"They feel frustrated, depressed and no more able to change their bleak situation than change the weather.","Placeholder while article actions load
RIGA, Latvia For Russias urban middle class, the war on Ukraine has messed up plans, ruined longed-for vacations and stripped away joys like shopping for a fav… [+8163 chars]",as war drags on weary russians yearn for a return to normal life they feel frustrated depressed and no more able to change their bleak situation than change the weather riga latvia for russias urban middle class the war on ukraine has messed up plans ruined longed for vacations and stripped away joys like shopping for a fav
"Russia made nearly $100B from fuel exports in war's first 100 days, report says",https://www.washingtonpost.com/world/2022/06/14/russia-fossil-fuel-revenue-ukraine-war/,2022-06-14 12:36:26+00:00,"High fuel prices and rising global demand have kept money flowing into Moscow's coffers, according to the Center for Research on Energy and Clean Air.","Placeholder while article actions load
In the 100 days after its Feb. 24 invasion of Ukraine, Russias revenue from exports of fossil fuels soared to 93 billion euros about $97 billion according to a… [+4065 chars]",russia made nearly 100b from fuel exports in war s first 100 days report says high fuel prices and rising global demand have kept money flowing into moscow s coffers according to the center for research on energy and clean air in the 100 days after its feb 24 invasion of ukraine russias revenue from exports of fossil fuels soared to 93 billion euros about 97 billion according to a
Ukraine defenders cling to key battleground city of Severodonetsk,https://www.washingtonpost.com/national-security/2022/06/08/severodonetsk-fighting-ukraine/,2022-06-08 22:54:11+00:00,"Luhansk regional governor Serhiy Haidai on Wednesday said that Ukrainian troops were facing an onslaught of Russian shelling that is targeting Ukrainian held supply lines in Severodonetsk, the largest city in Ukraine’s Luhansk region, where Moscow claims it n…","Placeholder while article actions load
Ukrainian forces remain locked in a brutal fight to maintain territory in the city of Severodonetsk, a key battleground in the Kremlins bid to capture Ukraines… [+5335 chars]",ukraine defenders cling to key battleground city of severodonetsk luhansk regional governor serhiy haidai on wednesday said that ukrainian troops were facing an onslaught of russian shelling that is targeting ukrainian held supply lines in severodonetsk the largest city in ukraine s luhansk region where moscow claims it n ukrainian forces remain locked in a brutal fight to maintain territory in the city of severodonetsk a key battleground in the kremlins bid to capture ukraines
"Merkel defends Ukraine policy, says she won't apologize for engaging Russia",https://www.washingtonpost.com/world/2022/06/08/angela-merkel-interview-russia-ukraine-war-nato/,2022-06-08 07:54:19+00:00,"The former German chancellor's past efforts to broker peace, as well her opposition to Ukraine joining NATO, have come under scrutiny since the war.","Placeholder while article actions load
Angela Merkel, who served 16 years as German chancellor, said she wont apologize for her failed efforts to diplomatically resolve tensions between Russia and U… [+3203 chars]",merkel defends ukraine policy says she will not apologize for engaging russia the former german chancellor s past efforts to broker peace as well her opposition to ukraine joining nato have come under scrutiny since the war angela merkel who served 16 years as german chancellor said she wont apologize for her failed efforts to diplomatically resolve tensions between russia and u
Biden says Zelensky 'didn't want to hear' U.S. warnings of invasion,https://www.washingtonpost.com/politics/2022/06/11/biden-zelensky-russia-invasion-warnings-putin/,2022-06-11 15:14:01+00:00,"Ukrainian officials, however, have rejected Biden's account of the events before the invasion.","Placeholder while article actions load
President Biden said Ukrainian President Volodymyr Zelensky didnt want to hear it when U.S. intelligence officials raised warnings of a looming Russian attack … [+5673 chars]",biden says zelensky did not want to hear u s warnings of invasion ukrainian officials however have rejected biden s account of the events before the invasion president biden said ukrainian president volodymyr zelensky didnt want to hear it when u s intelligence officials raised warnings of a looming russian attack
"On China-Russia border, new bonds are forged against U.S. over Ukraine",https://www.washingtonpost.com/world/2022/06/29/china-russia-ukraine-war-america/,2022-06-29 08:40:27+00:00,Relations between the giant neighbors haven't always been easy. But locals in northeast China have no doubt over whose team they're on when it comes to Ukraine.,"Placeholder while article actions load
HEIHE, China On the bank of the Amur River across from Russia, Wang Xuzhen sat scrubbing some shoes on a sunny afternoon.
Wang, 67, has lived for decades with… [+8078 chars]",on china russia border new bonds are forged against u s over ukraine relations between the giant neighbors have not always been easy but locals in northeast china have no doubt over whose team they are on when it comes to ukraine heihe china on the bank of the amur river across from russia wang xuzhen sat scrubbing some shoes on a sunny afternoon wang 67 has lived for decades with
Russia's gas cuts to Europe in summer could bring a bitter winter,https://www.washingtonpost.com/world/2022/06/17/russia-gas-gazprom-nordstream/,2022-06-17 20:28:18+00:00,European leaders accuse Russia of slowing gas supplies for political leverage.,"Placeholder while article actions load
As tensions between Europe and Moscow rise over the war in Ukraine, Russia has sharply reduced gas flow to the continent. Its a move officials say is deliberat… [+5347 chars]",russia s gas cuts to europe in summer could bring a bitter winter european leaders accuse russia of slowing gas supplies for political leverage as tensions between europe and moscow rise over the war in ukraine russia has sharply reduced gas flow to the continent its a move officials say is deliberat
"Leaders of France, Germany and Italy make first wartime trip to Kyiv",https://www.washingtonpost.com/world/2022/06/16/ukraine-war-macron-scholz-zelensky/,2022-06-16 08:35:03+00:00,Their visit comes as Ukraine is in negotiations to begin the process of joining the European Union and as Russia nears total control of a key eastern region.,"Placeholder while article actions load
BERLIN The leaders of France, Germany and Italy traveled to Ukraine on Thursday during a decisive time in the war, as President Volodymyr Zelensky pleads for m… [+5986 chars]",leaders of france germany and italy make first wartime trip to kyiv their visit comes as ukraine is in negotiations to begin the process of joining the european union and as russia nears total control of a key eastern region berlin the leaders of france germany and italy traveled to ukraine on thursday during a decisive time in the war as president volodymyr zelensky pleads for m
Explosive mines bring 'dangerous beach season' to Ukraine,https://www.washingtonpost.com/world/2022/06/19/ukraine-beaches-mines-russia-war/,2022-06-19 13:46:56+00:00,A man was diving in the Odessa region moments before a device exploded and killed him instantly.,"Placeholder while article actions load
Beachgoers in Ukraine should watch out for hazardous mines that lie underwater, Ukraines national guard warns, after the death of a man who was diving in the O… [+4113 chars]",explosive mines bring dangerous beach season to ukraine a man was diving in the odessa region moments before a device exploded and killed him instantly beachgoers in ukraine should watch out for hazardous mines that lie underwater ukraines national guard warns after the death of a man who was diving in the o
"Amid criticism, Western tourists returning to a battered Syria",https://www.washingtonpost.com/world/2022/06/23/syria-european-tourism-returns-criticism/,2022-06-23 11:24:48+00:00,This summer locals and tour guides report increasing numbers of European tourists ready to once again explore Syria's sights.,"Placeholder while article actions load
BEIRUT Standing high on the castle-like walls of Aleppos historic citadel, Nick White was shocked by the destruction to the city. The 63-year-old British touri… [+7433 chars]",amid criticism western tourists returning to a battered syria this summer locals and tour guides report increasing numbers of european tourists ready to once again explore syria s sights beirut standing high on the castle like walls of aleppos historic citadel nick white was shocked by the destruction to the city the 63 year old british touri
Ukraine takes center stage in Asia's geopolitical debates,https://www.washingtonpost.com/world/2022/06/14/shangri-la-dialogue-asia-china-ukraine-zelensky-singapore-taiwan-japan/,2022-06-14 04:01:29+00:00,"""Ukraine today may be East Asia tomorrow,” declared Japanese Prime Minister Fumio Kishida on Friday at the Shangri-La Dialogue defense summit.","Placeholder while article actions load
Youre reading an excerpt from the Todays WorldView newsletter. Sign up to get the rest free, including news from around the globe and interesting ideas and opi… [+7373 chars]",ukraine takes center stage in asia s geopolitical debates ukraine today may be east asia tomorrow declared japanese prime minister fumio kishida on friday at the shangri la dialogue defense summit youre reading an excerpt from the todays worldview newsletter sign up to get the rest free including news from around the globe and interesting ideas and opi
Did Putin inadvertently create a stronger NATO?,https://www.washingtonpost.com/world/2022/06/30/putin-nato-sweden-finland-stronger/,2022-06-30 04:01:40+00:00,"After NATO leaders formally decided to invite Sweden and Finland to join the bloc, Secretary General Jens Stoltenberg said Vladimir Putin ""wanted less NATO,"" and now he's ""getting more NATO on his borders.""","Placeholder while article actions load
Youre reading an excerpt from the Todays WorldView newsletter. Sign up to get the rest free, including news from around the globe and interesting ideas and opi… [+6393 chars]",did putin inadvertently create a stronger nato after nato leaders formally decided to invite sweden and finland to join the bloc secretary general jens stoltenberg said vladimir putin wanted less nato and now he is getting more nato on his borders youre reading an excerpt from the todays worldview newsletter sign up to get the rest free including news from around the globe and interesting ideas and opi
"With scant options in Ukraine, U.S. and allies prepare for long war",https://www.washingtonpost.com/national-security/2022/06/17/long-war-ukraine/,2022-06-17 23:33:38+00:00,"Analysts say that despite the surge in outside aid, Kyiv can hope for little more than a stalemate with Russia's far bigger, better armed military.","Placeholder while article actions load
The United States and its allies are making preparations for a prolonged conflict in Ukraine, officials said, as the Biden administration attempts to deny Russ… [+9065 chars]",with scant options in ukraine u s and allies prepare for long war analysts say that despite the surge in outside aid kyiv can hope for little more than a stalemate with russia s far bigger better armed military the united states and its allies are making preparations for a prolonged conflict in ukraine officials said as the biden administration attempts to deny russ
"Embattled Scholz, hosting first major summit, tries to prove mettle",https://www.washingtonpost.com/world/2022/06/26/g7-olaf-scholz-germany-host/,2022-06-26 08:00:00+00:00,"The chancellor's first six months have come at perhaps the most tumultuous time in Europe since World War II. And with it, criticism that he's not up to the job.","Placeholder while article actions load
SCHLOSS ELMAU, Germany As German Chancellor Olaf Scholz hosts his first major international summit this weekend, hes a leader with something to prove.
His fir… [+10214 chars]",embattled scholz hosting first major summit tries to prove mettle the chancellor s first six months have come at perhaps the most tumultuous time in europe since world war ii and with it criticism that he is not up to the job schloss elmau germany as german chancellor olaf scholz hosts his first major international summit this weekend hes a leader with something to prove his fir
"At first meeting, U.S., China defense chiefs call for more communication",https://www.washingtonpost.com/world/2022/06/10/austin-wei-defense-security-asia-shangrila/,2022-06-10 13:44:02+00:00,"It was the latest indication that the temperature of the U.S.-China conflict has been dialed down a few notches, even as Beijing and Washington remain strategic rivals with opposing interests across a range of issues.","Placeholder while article actions load
SHENZHEN, China U.S. Defense Secretary Lloyd Austin met his Chinese counterpart for the first time in Singapore on Friday, with the two military leaders agreei… [+5309 chars]",at first meeting u s china defense chiefs call for more communication it was the latest indication that the temperature of the u s china conflict has been dialed down a few notches even as beijing and washington remain strategic rivals with opposing interests across a range of issues shenzhen china u s defense secretary lloyd austin met his chinese counterpart for the first time in singapore on friday with the two military leaders agreei
"E.U. leaders happy to pose with Zelensky, hesitant on Ukraine membership",https://www.washingtonpost.com/world/2022/06/10/ukraine-eu-membership-candidate-status/,2022-06-10 15:05:01+00:00,"Even if it gets 'candidate status' this month, Ukraine is likely to end up disappointed.","Placeholder while article actions load
BRUSSELS Ukraine is one of us. It is marching toward a European future. The future of Europe is, in fact, the future of Ukraine.
These are the messages top Eu… [+9365 chars]",e u leaders happy to pose with zelensky hesitant on ukraine membership even if it gets candidate status this month ukraine is likely to end up disappointed brussels ukraine is one of us it is marching toward a european future the future of europe is in fact the future of ukraine these are the messages top eu
Peterson Institute study casts doubt on Chinese help for Russia,https://www.washingtonpost.com/business/2022/06/27/ukraine-russia-economy-trade/,2022-06-27 21:49:56+00:00,"A new study suggests that sanctions have hurt Russia's international trade, even with countries not directly affected by them. But Russia's economy still seems to be functioning.","Placeholder while article actions load
Global exports to Russia fell sharply after the Ukraine invasion, not only from Western countries that enacted sanctions but also from non-sanctioning countrie… [+4396 chars]",peterson institute study casts doubt on chinese help for russia a new study suggests that sanctions have hurt russia s international trade even with countries not directly affected by them but russia s economy still seems to be functioning global exports to russia fell sharply after the ukraine invasion not only from western countries that enacted sanctions but also from non sanctioning countrie
"How Russia sanctions helped kill 15-minute delivery in N.Y., Chicago",https://www.washingtonpost.com/business/2022/06/02/russia-sanctions-ultrafast-delivery-buyk/,2022-06-02 08:58:40+00:00,"A startup offered ultrafast delivery in New York and Chicago with plans for rapid expansion to other U.S. cities. Days after Russia's invasion of Ukraine, it declared bankruptcy and laid off all of its 900 employees.","Placeholder while article actions load
On the morning of Feb. 24, Yusuff Alabi-Ajidagba, the U.S. head of retail operations for ultrafast grocery delivery start-up Buyk, was in a Houston hotel room … [+10908 chars]",how russia sanctions helped kill 15 minute delivery in n y chicago a startup offered ultrafast delivery in new york and chicago with plans for rapid expansion to other u s cities days after russia s invasion of ukraine it declared bankruptcy and laid off all of its 900 employees on the morning of feb 24 yusuff alabi ajidagba the u s head of retail operations for ultrafast grocery delivery start up buyk was in a houston hotel room
Russia is building a 'fun and tasty' McDonald's replacement,https://www.washingtonpost.com/business/2022/05/31/mcdonalds-russia-brand-name/,2022-05-31 21:57:48+00:00,"As the fast-food chain moves to complete the sale of its Russian stores, trademark filings hint at a possible new direction.","Placeholder while article actions load
Less than two weeks after McDonalds struck a deal to sell hundreds of its Russian restaurants to a local buyer, a picture is starting to emerge of how the disc… [+4668 chars]",russia is building a fun and tasty mcdonald s replacement as the fast food chain moves to complete the sale of its russian stores trademark filings hint at a possible new direction less than two weeks after mcdonalds struck a deal to sell hundreds of its russian restaurants to a local buyer a picture is starting to emerge of how the disc
"Oil prices surge, gas hits new high after EU cracks down on Russia",https://www.washingtonpost.com/business/2022/05/31/oil-prices-surge-gas-hits-new-high-after-eu-cracks-down-russia/,2022-05-31 15:13:38+00:00,The U.S. average for a gallon of fuel climbs to $4.62 as Americans already are grappling with decades-high inflation.,"Placeholder while article actions load
Americans filling their gas tanks are feeling intensifying economic reverberations from the war in Ukraine.
Fuel prices set a new record Tuesday after the Eur… [+3019 chars]",oil prices surge gas hits new high after eu cracks down on russia the u s average for a gallon of fuel climbs to 4 62 as americans already are grappling with decades high inflation americans filling their gas tanks are feeling intensifying economic reverberations from the war in ukraine fuel prices set a new record tuesday after the eur
Who Gets What in the Great British £100 Fuel Fill-Up,https://www.washingtonpost.com/business/energy/who-gets-what-in-the-great-british100-fuel-fill-up/2022/06/19/df729de2-ef95-11ec-9f90-79df1fb28296_story.html,2022-06-19 06:13:13+00:00,Don’t blame petrol and diesel station owners for high prices. They actually get very little of the energy profit pie.,"Placeholder while article actions load
Its easy to blame petrol station owners for the escalating cost of fuel, but theyre not the source of woe for motorists in the UK facing soaring prices. Theyre… [+4941 chars]",who gets what in the great british 100 fuel fill up do not blame petrol and diesel station owners for high prices they actually get very little of the energy profit pie its easy to blame petrol station owners for the escalating cost of fuel but theyre not the source of woe for motorists in the uk facing soaring prices theyre
"US sanctions Russian officials, oligarchs, Putin’s megayachts",https://www.aljazeera.com/economy/2022/6/2/us-sanctions-russian-officials-oligarchs-putins-megayachts,2022-06-02 18:16:35+00:00,"Among those targeted is also an oligarch who heads a major steel producer, the US Treasury Department said on Thursday.","The United States further expanded sanctions aimed at punishing Russia for its invasion of Ukraine, with targets including prominent Russian government officials and business leaders with close ties … [+3061 chars]",us sanctions russian officials oligarchs putin s megayachts among those targeted is also an oligarch who heads a major steel producer the us treasury department said on thursday the united states further expanded sanctions aimed at punishing russia for its invasion of ukraine with targets including prominent russian government officials and business leaders with close ties
Russian commodities traders replace Switzerland with Dubai,https://www.aljazeera.com/economy/2022/6/22/russian-commodities-traders-replace-switzerland-with-dubai,2022-06-22 05:44:22+00:00,Ratcheting up of sanctions is promoting a migration of Russian businesses to Dubai.,"Traders of Russian commodities are rushing to set up businesses in Dubai as Switzerland makes it increasingly challenging for them to deal with Moscow.
Switzerland has for decades been home to middl… [+6087 chars]",russian commodities traders replace switzerland with dubai ratcheting up of sanctions is promoting a migration of russian businesses to dubai traders of russian commodities are rushing to set up businesses in dubai as switzerland makes it increasingly challenging for them to deal with moscow switzerland has for decades been home to middl
‘Big blow to Putin’s war’: Sanctions approved on Russian oil,https://www.aljazeera.com/news/2022/6/3/sixth-eu-sanctions-round-formally-approved-with-russian-oil-ban,2022-06-03 15:48:01+00:00,"European Union sanctions package targeting Russian oil, banks, and military officials enters into force.","A sixth round of European Union sanctions targeting Russian oil, banks, and military officials entered into force on Friday.
The punitive measures against the Kremlin for invading Ukraine come into … [+3568 chars]",big blow to putin s war sanctions approved on russian oil european union sanctions package targeting russian oil banks and military officials enters into force a sixth round of european union sanctions targeting russian oil banks and military officials entered into force on friday the punitive measures against the kremlin for invading ukraine come into
Putin blasts ‘stupid’ Western sanctions as economic ‘blitzkrieg’,https://www.aljazeera.com/news/2022/6/17/putin-dismisses-stupid-western-sanctions-blitzkrieg,2022-06-17 15:16:35+00:00,"At St Petersburg economic forum, Russian president says West trying to crush Russia with 'stupid sanctions'.","Russian President Vladimir Putin has accused the West of colonial arrogance and of trying to crush his country with stupid sanctions that amounted to an economic blitzkrieg.
Addressing the St Peters… [+2308 chars]",putin blasts stupid western sanctions as economic blitzkrieg at st petersburg economic forum russian president says west trying to crush russia with stupid sanctions russian president vladimir putin has accused the west of colonial arrogance and of trying to crush his country with stupid sanctions that amounted to an economic blitzkrieg addressing the st peters
"Serbia ignores EU sanctions, secures gas supply deal with Putin",https://www.aljazeera.com/news/2022/5/29/serbia-ignores-eu-sanctions-secures-gas-deal-with-putin,2022-05-29 21:27:51+00:00,"Serbian president refuses to explicitly condemn Russian invasion of Ukraine, has not joined Western sanctions on Moscow.","As the war in Ukraine rages, Serbias president has announced that he has secured an extremely favourable three-year natural gas supply deal with Russia during a telephone conversation with Russian Pr… [+2643 chars]",serbia ignores eu sanctions secures gas supply deal with putin serbian president refuses to explicitly condemn russian invasion of ukraine has not joined western sanctions on moscow as the war in ukraine rages serbias president has announced that he has secured an extremely favourable three year natural gas supply deal with russia during a telephone conversation with russian pr
Putin ready to facilitate export of grains from Ukraine: Kremlin,https://www.aljazeera.com/news/2022/5/30/putin-says-ready-to-facilitate-export-of-grains-from-ukraine,2022-05-30 17:39:00+00:00,"In a call with Erdogan, Russian president says Moscow  ready to export fertilisers and food if sanctions are lifted.","President Vladimir Putin has said that Russia is ready to facilitate the unhindered export of grain from Ukrainian ports in coordination with Turkey, according to a Kremlin readout of talks with Turk… [+3210 chars]",putin ready to facilitate export of grains from ukraine kremlin in a call with erdogan russian president says moscow ready to export fertilisers and food if sanctions are lifted president vladimir putin has said that russia is ready to facilitate the unhindered export of grain from ukrainian ports in coordination with turkey according to a kremlin readout of talks with turk
Timeline: The first 100 days of Russia’s war in Ukraine,https://www.aljazeera.com/features/2022/6/3/timeline-the-first-100-days-of-russias-war-in-ukraine,2022-06-03 05:45:36+00:00,"Ukraine invasion was met with sanctions, expansion of NATO, and a bifurcation of the global financial and trade system.","After months of tensions between Moscow and Kyiv, Russia launched an invasion of Ukraine by land, air and sea on February 24, triggering global condemnation and a chain of reactions.
The West quickl… [+10451 chars]",timeline the first 100 days of russia s war in ukraine ukraine invasion was met with sanctions expansion of nato and a bifurcation of the global financial and trade system after months of tensions between moscow and kyiv russia launched an invasion of ukraine by land air and sea on february 24 triggering global condemnation and a chain of reactions the west quickl
China oil imports from Russia surge amid Ukraine war sanctions,https://www.aljazeera.com/economy/2022/6/20/china-oil-imports-from-sanctioned-russia-skyrocket-surpass-saudi,2022-06-20 17:48:19+00:00,"China’s crude oil imports from Russia up 55% in May compared to a year earlier, displacing Saudi Arabia as top supplier.","China ramped up crude oil imports from Russia in May, helping to offset Moscows losses from Western nations scaling back Russian energy purchases over its invasion of Ukraine.
Chinese customs data o… [+2517 chars]",china oil imports from russia surge amid ukraine war sanctions china s crude oil imports from russia up 55 in may compared to a year earlier displacing saudi arabia as top supplier china ramped up crude oil imports from russia in may helping to offset moscows losses from western nations scaling back russian energy purchases over its invasion of ukraine chinese customs data o
‘Shooting themselves in the foot’: Western sanctions on Russia,https://www.aljazeera.com/economy/2022/6/2/shooting-themselves-in-the-foot-western-sanctions-on-russia,2022-06-02 19:00:48+00:00,"The more tension there is between Russia and the West, the higher the prices will be for commodities, analysts say.","About a month after Russia launched an invasion of Ukraine, US President Joe Biden hailed the Wests unprecedented sanctions on Moscow and said they had caused the rouble to be almost immediately redu… [+7303 chars]",shooting themselves in the foot western sanctions on russia the more tension there is between russia and the west the higher the prices will be for commodities analysts say about a month after russia launched an invasion of ukraine us president joe biden hailed the wests unprecedented sanctions on moscow and said they had caused the rouble to be almost immediately redu
Russia-Ukraine live news: Russia’s economy ‘unraveling’,https://www.aljazeera.com/news/2022/6/8/ukraine-live-news-russian-economy-could-contract-by-15-percent-liveblog,2022-06-08 21:36:51+00:00,New analysis by trade group says Western sanctions are 'wiping out' more than a decade of economic growth in Russia.,<ul><li>Ukrainian President Volodymyr Zelenskyy says defenders in the city of Severodonetsk are inflicting major losses on Russian troops.</li><li>The UN says it is pursuing a deal to allow grain exp… [+5696 chars],russia ukraine live news russia s economy unraveling new analysis by trade group says western sanctions are wiping out more than a decade of economic growth in russia ukrainian president volodymyr zelenskyy says defenders in the city of severodonetsk are inflicting major losses on russian troops the un says it is pursuing a deal to allow grain exp
Hungary stalls new EU sanctions on Russia: Diplomats,https://www.aljazeera.com/news/2022/6/1/hungary-stalls-eu-sanctions-over-russian-patriarch-blacklisting,2022-06-01 20:51:54+00:00,"Hungary holds up new EU sanctions against Russia over Orthodox Church Patriarch Kirill, according to several diplomats.","Hungary was holding up the finalisation of the European Unions latest sanctions package against Russia, insisting on the removal of the head of the Russian Orthodox Church Patriarch Kirill from the l… [+2643 chars]",hungary stalls new eu sanctions on russia diplomats hungary holds up new eu sanctions against russia over orthodox church patriarch kirill according to several diplomats hungary was holding up the finalisation of the european unions latest sanctions package against russia insisting on the removal of the head of the russian orthodox church patriarch kirill from the l
"G7 pledges renewed solidarity with Ukraine, more Russia sanctions",https://www.aljazeera.com/news/2022/6/27/g7-vows-renewed-solidarity-with-ukraine-more-russia-sanctions,2022-06-27 13:32:17+00:00,"Leaders from Britain, Canada, France, Germany, Italy, Japan and the US say they will keep backing Ukraine.","The leaders of the Group of Seven (G7), composed of the worlds wealthiest democracies, have promised to stand with Ukraine for as long as it takes amid the ongoing invasion by Russia.
The leaders, w… [+3600 chars]",g7 pledges renewed solidarity with ukraine more russia sanctions leaders from britain canada france germany italy japan and the us say they will keep backing ukraine the leaders of the group of seven composed of the worlds wealthiest democracies have promised to stand with ukraine for as long as it takes amid the ongoing invasion by russia the leaders w
Russia’s flagship Aeroflot plans $3bn emergency cash infusion,https://www.aljazeera.com/economy/2022/6/8/russias-flagship-aeroflot-plans-3bn-emergency-cash-infusion,2022-06-08 03:56:27+00:00,"Aeroflot also plans to order 300 planes from a state-owned firm after Airbus, Boeing halted supplies due to sanctions.","Under heavy pressure from Western sanctions and airspace bans, Russian state flagship airline Aeroflot is planning to raise up to 185.2 billion roubles ($3bn) in an emergency share issue, it said.
A… [+2794 chars]",russia s flagship aeroflot plans 3bn emergency cash infusion aeroflot also plans to order 300 planes from a state owned firm after airbus boeing halted supplies due to sanctions under heavy pressure from western sanctions and airspace bans russian state flagship airline aeroflot is planning to raise up to 185 2 billion roubles in an emergency share issue it said a
Swiss customs reviews imports of Russian gold worth $200M,https://www.aljazeera.com/news/2022/6/24/swiss-customs-tracks-importation-of-russian-gold-worth-200m,2022-06-24 20:10:54+00:00,Switzerland is a global hub for metals with the country's refineries handling about two-thirds of the world's gold.,Swiss customs authorities are tracking three tonnes of gold of Russian origin that entered Switzerland from the UK last month to watch for potential violations of economic sanctions against Russia fo… [+2313 chars],swiss customs reviews imports of russian gold worth 200m switzerland is a global hub for metals with the country s refineries handling about two thirds of the world s gold swiss customs authorities are tracking three tonnes of gold of russian origin that entered switzerland from the uk last month to watch for potential violations of economic sanctions against russia fo
Iran says tanker seized by Greece has been released,https://www.aljazeera.com/news/2022/6/14/iran-says-tanker-seized-by-greece-has-been-released,2022-06-14 12:49:38+00:00,"The reported move comes after the ship was impounded in April, Athens linked the seizure to EU sanctions on Russia.","Irans Ports and Maritime Organisation (PMO) says an Iranian-flagged tanker seized in April has been freed by Greece, according to the countrys semi-official Mehr news agency.
The Greek government fi… [+1955 chars]",iran says tanker seized by greece has been released the reported move comes after the ship was impounded in april athens linked the seizure to eu sanctions on russia irans ports and maritime organisation says an iranian flagged tanker seized in april has been freed by greece according to the countrys semi official mehr news agency the greek government fi
